, Fuel Type, Transmission, Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Drivetrain, Emission Standard, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), Ground Clearance (mm), No of Seating Rows, No of Doors, Airbags, Seat Belt Warning, Child Lock, Overspeed Warning, Anti theft Engine immobilizer, Type of Instrument Cluster / Dashboard Display, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Adjustable Cluster Brightness, Active Gear Display, Gear Shift Indicator, Parking Sensors, Clock, Headlights On Reminder, Tachometer, Android / Apple Connectivity , Steering Adjustment, Air Conditioner, Heater, Front AC, 12V Power Outlets, Boot Access from the Last Row Seats, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Driver Armrest, Headrests, Rear Passenger Seats Type, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Boot / Dikki Opener, Headlights, Headlight Height Adjuster, Tail Light, Interiors, Interior Colour(s), Lights inside Cabin, Cup Holders, Pockets inside Door, Pockets in Front Seat-back, Body Coloured Bumpers, Body Kit, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres),NAME, Central Locking, Anti-glare Rear View Mirrors, Folding Rear Seat, Power Windows, Speed Sensing Door Lock, Mileage or  Average Fuel Consumption, Distance to Empty, Integrated Music System, Infotainment Display, Steering Mounted Controls, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, iPod Compatibility, MP3 Playback, Vanity Mirrors on Sun Visors, Rear Wiper, Rear Glass Defogger, Turn Indicators on ORVM, Follow me home head Lights, Sunglass Holder, Roof Mounted Antenna, Rub - Strips, Others, Anchor Points for Child Seat, GPS & Navigation, Adjustment Options - Rear Row Seat, Armrest for Rear Seat, Daytime Running Lights, Fog Lamps, Puddle Lights, Ambient or soft Interior Lighting, Cooled Glove Box, Seat Adjustment, Turbo / SuperCharger, NCAP Rating (Best - 5 Star), Window Control: One Touch -Down, Doot Sill Plates, Head Rest for Middle Rear Seat, Brake Assist in Emergency (BA), Lights on Vanity Mirrors, Sunroof / Moonroof, Electronic Stability Program (ESP), Traction Control, Hill Hold Assist, Parking Assist, Voice Command Support, Push Button Start / Stop, Cruise Control Driving Mode, Split Rear Seat, WIndow Control: One Touch - Up, Rain-sensing Wipers, Automatic Head Lights, Leather-wrapped Steering, Leather-wrapped Gear Knob, Storage in Driver Armrest, CD Player, Middle rear three-point seatbelt, Tyre Pressure Monitoring (TPMS), Light inside Glove Box, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote AC Control Via app, Remote Car Light Flashing & Honking Via app, Remote Sunroof Open/Close Via app, Emergency Call, Over The Air (OTA) Updates, Geo-Fence, Real Time Mileage, Average Speed, Unit / Display Size, Third Row Seats Type, Cornering Headlights, Differential Lock, Hill Descent Control, 4x4 or All Wheel Drive, Rear AC, Flashing Emergency Brake Light , Adjustment Options - Third Row Seat, Chrome Finish Exhaust pipe, Alexa Compatibility, Reading Lamp for Rear Passengers, Wireless Charger, AC for Third Row, Split Third Row Seat, Third Row Cup Holders, Time for 0-100 kmph Acceleration , Forward Collision Warning , Automatic Emergency Braking, High-beam Assist, Lane Departure Warning, Mileage - ARAI Reported, Driving Range (km), Internal Hard-disk, Electric Motor, Peak Motor Performance, Battery, Battery Warranty (Years), Top Speed
23, Diesel, Manual - 5 Gears," 1493 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L I4 mHawk 100, 100 bhp @ 3750 rpm, 260 Nm @ 1750 rpm, RWD, BS6 Phase 2, Power assisted (Hydraulic), 5.35," Double Wish-bone type, Independent Coil Spring", Multi-Link Coil Spring Suspension with Anti-Roll Bar, Alloy Wheels, 215 / 75 R15, 215 / 75 R15, Alloy, 384, 50, 7, 3995, 1795, 1817, 2680, 180, 3, 5," 2 Airbags (Driver, Front Passenger)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information,No information,No information,No information,, Rear, Digital,No information, Analogue," Android Auto (No), Apple Car Play (No)", Tilt, Yes (Manual),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information, Front & Rear, Bench, Black, Silver, Dual Tone, Electrically Adjustable, Remote Operated, Halogen,No information, Halogen, Dual Tone, Beige / Black, Front and Rear, Front Only, Front & Rear,No information,No information, Cladding - Black/Grey, 3, 100000, Not Applicable,Mahindra Bolero Neo N10, Remote, Manual - Internal Only, Full, Front & Rear,No information,No information,No information,No information, Touch-screen Display,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,No information, Co-Driver Only,No information,No information,,No information,,No information, Black,  Idle Start/Stop,,, 2 way manually adjustable (headrest up / down),No information,, Halogen,,,, 2 Way, Turbocharged,,,,,,,,,,,,No information,,No information,,,,,,,,,,,,,No information,,,,,,,,No information,No information,, Jump Seats, Passive,,,,,,,,,,,,,,,,,,,,,,,,,,
24, Diesel, Manual - 5 Gears," 1493 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L I4 mHawk 100, 100 bhp @ 3750 rpm, 260 Nm @ 1750 rpm, RWD, BS6 Phase 2, Power assisted (Hydraulic), 5.35," Double Wish-bone type, Independent Coil Spring", Multi-Link Coil Spring Suspension with Anti-Roll Bar, Alloy Wheels, 215 / 75 R15, 215 / 75 R15, Alloy, 384, 50, 7, 3995, 1795, 1817, 2680, 180, 3, 5," 2 Airbags (Driver, Front Passenger)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information,No information,No information,No information,, Rear, Digital,No information, Analogue," Android Auto (No), Apple Car Play (No)", Tilt, Yes (Manual),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information, Front & Rear, Bench, Black, Silver, Dual Tone, Electrically Adjustable, Remote Operated, Halogen,No information, Halogen, Dual Tone, Beige / Black, Front and Rear, Front Only, Front & Rear,No information,No information, Cladding - Black/Grey, 3, 100000, Not Applicable,Mahindra Bolero Neo N10 (O), Remote, Manual - Internal Only, Full, Front & Rear,No information,No information,No information,No information, Touch-screen Display,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,No information, Co-Driver Only,No information,No information,,No information,,No information, Black,  Idle Start/Stop,No information,, 2 way manually adjustable (headrest up / down),No information, LED, Halogen,,,, 2 Way, Turbocharged,,,,,,,,,,,,No information,,No information,,,,,,,,,,,,,No information,,,,,,,,No information,No information,, Jump Seats, Passive, Driven Axle,,,,,,,,,,,,,,,,,,,,,,,,,
25, Diesel, Manual - 5 Gears," 1493 cc, 3 Cylinders Inline, 4 Valves/Cylinder, SOHC", mHawk75, 75 bhp @ 3600 rpm, 210 Nm @ 1600 rpm, RWD, BS6 Phase 2, Power assisted (Electric), 5.8, IFS coil spring, Rigid leaf spring , Steel Rims, 215 / 75 R15, 215 / 75 R15, Steel,, 60, 7, 3995, 1745, 1880, 2680, 180, 3, 5," 2 Airbags (Driver, Front Passenger)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information,,,,, Rear,,No information, Digital," Android Auto (No), Apple Car Play (No)",, Yes (Manual),No information, Common Fan Speed Control,,No information, Disc, Drum,No information,, Vinyl," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",, Front, Bench, Black, Black, Black, Externally Adjustable, With Key, Halogen,No information, Halogen, Dual Tone, Black and Beige, Centre, Front Only,,No information,No information,, 3, 100000,No information,Mahindra Bolero B4,, Manual - Internal Only, Full,,,,,,,,,,,,,,, Co-Driver Only,,,,,,, Black,  Idle Start/Stop,,,,No information,,,,,,, Turbocharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Jump Seats,,,,,,,,,,,,,,,,,,,,,,,,,,,
26, Diesel, Manual - 5 Gears," 1493 cc, 3 Cylinders Inline, 4 Valves/Cylinder, SOHC", mHawk75, 75 bhp @ 3600 rpm, 210 Nm @ 1600 rpm, RWD, BS6 Phase 2, Power assisted (Electric), 5.8, IFS coil spring, Rigid leaf spring , Steel Rims, 215 / 75 R15, 215 / 75 R15, Steel,, 60, 7, 3995, 1745, 1880, 2680, 180, 3, 5," 2 Airbags (Driver, Front Passenger)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information,,,,, Rear,,No information, Digital," Android Auto (No), Apple Car Play (No)",, Yes (Manual),No information, Common Fan Speed Control, 1,No information, Disc, Drum,No information,, Fabric," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",, Front & Rear, Bench, Black, Black, Body Coloured, Externally Adjustable, With Key, Halogen,No information, Halogen, Dual Tone, Brown and Beige, Centre, Front Only, Front,No information,No information, Decals, 3, 100000,No information,Mahindra Bolero B6, Remote, Manual - Internal Only, Full, Front & Rear,,,,No information, Digital Display,, 4,No information, Audio Streaming,No information,No information,No information,No information, Co-Driver Only,,,,,,, Black,  Idle Start/Stop,,, 2 way manually adjustable (headrest up / down),No information,,,,,, 2 Way, Turbocharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 Din, Jump Seats,,,,,,,,,,,,,,,,,,,,,,,,,,,
27, Diesel, Manual - 5 Gears," 1493 cc, 3 Cylinders Inline, 4 Valves/Cylinder, SOHC", mHawk75 , 75 bhp @ 3600 rpm, 210 Nm @ 1600 rpm, RWD, BS6 Phase 2, Power assisted (Electric), 5.8, IFS coil spring, Rigid leaf spring , Steel Rims, 215 / 75 R15, 215 / 75 R15, Steel,, 60, 7, 3995, 1745, 1880, 2680, 180, 3, 5," 2 Airbags (Driver, Front Passenger)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information,No information,,No information,, Rear, Digital,No information, Digital," Android Auto (No), Apple Car Play (No)",, Yes (Manual),No information, Common Fan Speed Control, 1,No information, Disc, Drum,No information,, Fabric," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",, Front & Rear, Bench, Black, Black, Body Coloured, Externally Adjustable, With Key, Halogen,No information, Halogen, Dual Tone, Brown and Beige, Centre, Front Only, Front,No information,No information, Decals, 3, 100000,No information,Mahindra Bolero B6 (O), Remote, Manual - Internal Only, Full, Front & Rear,,No information,No information,No information, Digital Display,, 4,No information, Audio Streaming,No information,No information,No information,No information, Co-Driver Only,No information,,,,,, Black,  Idle Start/Stop,,, 2 way manually adjustable (headrest up / down),No information,, Halogen,,,, 2 Way, Turbocharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 Din, Jump Seats, Passive,,,,,,,,,,,,,,,,,,,,,,,,,,
28, Diesel, Manual - 6 Gears," 1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", D117 CRDe, 117 bhp @ 3500 rpm, 300 Nm @ 1750 rpm, RWD, BS6 Phase 2, Power assisted (Hydraulic),, Independent Double Wishbone with Coil Over Damper & Stabiliser Bar , Multilink solid Rear Axle with Coil spring & Stabiliser Bar, Steel Rims, 245 / 75 R16, 245 / 75 R16, Steel,, 45, 4, 3985, 1820, 1844, 2450, 226, 2, 3," 2 Airbags (Driver, Front Passenger)",No information,," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information,No information,No information,No information,, Rear, Digital,No information, Analogue," Android Auto (No), Apple Car Play (No)", Tilt, Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,No information, Disc, Drum,No information,No information, Vinyl," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",, Front & Rear, Bench, Black, Black, Black, Internally Adjustable, Internal, Halogen,No information, LED, Single Tone, Black, Centre, Front Only,,,, Cladding - Black/Grey, 3, Unlimited,No information,Mahindra Thar AX (O) Hard Top Diesel MT RWD, Remote, Manual - Internal Only, Partial, Front Only,,No information,No information,,,,,,,,,,,,,No information,,,,,,,No information,, 2 way manually adjustable (headrest up / down),, LED,,,,, 2 Way, Turbocharged, 4 Star (Global NCAP),,,,No information,,,No information,No information,No information, Visual display,,,, 50:50 split,,,,,,,,,,,,,,,,,,,,,,,,, Centre,No information,,,,,,,,,,,,,,,,,,,,,,,,
29, Diesel, Manual - 6 Gears," 1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", D117 CRDe, 117 bhp @ 3500 rpm, 300 Nm @ 1750 rpm, RWD, BS6 Phase 2, Power assisted (Hydraulic),, Independent Double Wishbone with Coil Over Damper & Stabiliser Bar , Multilink solid Rear Axle with Coil spring & Stabiliser Bar, Alloy Wheels, 255 / 65 R18, 255 / 65 R18, Alloy,, 45, 4, 3985, 1820, 1844, 2450, 226, 2, 3," 2 Airbags (Driver, Front Passenger)",No information,," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information,No information,No information,No information,, Rear, Digital,No information, Analogue," Android Auto (Wired), Apple Car Play (Wired)", Tilt, Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,No information, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",, Front & Rear, Bench, Black, Black, Black, Electrically Adjustable, Internal, Halogen,No information, LED, Single Tone, Black, Centre, Front Only,,,, Cladding - Black/Grey, 3, Unlimited,No information,Mahindra Thar LX Hard Top Diesel MT RWD, Remote, Manual - Internal Only, Partial, Front Only,No information,No information,No information,No information, Touch-screen Display,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,No information,,,No information,,No information,,,,,No information,No information, 2 way manually adjustable (headrest up / down),, LED, Halogen,,,, 2 Way, Turbocharged, 4 Star (Global NCAP),,,,No information,,,No information,No information,No information, Visual display,No information,,No information, 50:50 split,,,,,,,,,No information,,,No information,,,,,,,,No information,,,,, Centre,No information,,,,,,,,,,,,,,,,,,,,,,,,
30, Petrol," Automatic (TC) - 6 Gears, Manual Override"," 1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L I4 mStallion 150 TGDi, 150 bhp @ 5000 rpm, 320 Nm @ 1500 rpm, RWD, BS6 Phase 2, Power assisted (Hydraulic),, Independent Double Wishbone with Coil Over Damper & Stabiliser Bar , Multilink solid Rear Axle with Coil spring & Stabiliser Bar, Alloy Wheels, 255 / 65 R18, 255 / 65 R18, Alloy,, 57, 4, 3985, 1820, 1844, 2450, 226, 2, 3," 2 Airbags (Driver, Front Passenger)",No information,," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information,No information,No information,No information,, Rear, Digital,No information, Analogue," Android Auto (Wired), Apple Car Play (Wired)", Tilt, Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,No information, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",, Front & Rear, Bench, Black, Black, Black, Electrically Adjustable, Internal, Halogen,No information, LED, Single Tone, Black, Centre, Front Only,,,, Cladding - Black/Grey, 3, Unlimited,No information,Mahindra Thar LX Hard Top Petrol AT RWD, Remote, Manual - Internal Only, Partial, Front Only,No information,No information,No information,No information, Touch-screen Display,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,No information,,,No information,,No information,,,,,No information,No information, 2 way manually adjustable (headrest up / down),, LED, Halogen,,,, 2 Way, Turbocharged, 4 Star (Global NCAP),,,,No information,,,No information,No information,No information, Visual display,No information,,No information, 50:50 split,,,,,No information,,,,No information,,,No information,,,,,,,,No information,,,,, Centre,No information,,,,,,,,,,,,,,,,,,,,,,,,
31, Petrol, Manual - 6 Gears," 1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0L I4 mStallion 150 TGDi, 150 bhp @ 5000 rpm, 300 Nm @ 1250 rpm, 4WD / AWD, BS6 Phase 2, Power assisted (Hydraulic),, Independent Double Wishbone with Coil Over Damper & Stabiliser Bar , Multilink solid Rear Axle with Coil spring & Stabiliser Bar, Steel Rims, 245 / 75 R16, 245 / 75 R16, Steel,, 57, 4, 3985, 1820, 1850, 2450, 226, 2, 3," 2 Airbags (Driver, Front Passenger)",No information,," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information,No information,No information,No information,, Rear, Digital,No information, Analogue," Android Auto (No), Apple Car Play (No)", Tilt, Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,No information, Disc, Drum,No information,No information, Vinyl," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",, Front & Rear, Bench, Black, Black, Black, Internally Adjustable, Internal, Halogen,No information, LED, Single Tone, Black, Centre, Front Only,,,, Cladding - Black/Grey, 3, Unlimited,No information,Mahindra Thar AX (O) Convertible Top Petrol MT 4WD, Remote, Manual - Internal Only, Partial, Front Only,,No information,No information,,,,,,,,,,,,,,,,,,,,No information,, 2 way manually adjustable (headrest up / down),, LED,,,,, 2 Way, Turbocharged, 4 Star (Global NCAP),,,,No information,,,,No information,, Visual display,,,, 50:50 split,,,,,,,,,,,,,,,,,,,,,,,,, Centre,, Manual Shift - Lever,,,,,,,,,,,,,,,,,,,,,,,
32, Diesel, Manual - 6 Gears," 2184 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.2L I4 mHawk 130, 130 bhp @ 3750 rpm, 300 Nm @ 1600 rpm, 4WD / AWD, BS6 Phase 2, Power assisted (Hydraulic),, Independent Double Wishbone with Coil Over Damper & Stabiliser Bar , Multilink solid Rear Axle with Coil spring & Stabiliser Bar, Steel Rims, 245 / 75 R16, 245 / 75 R16, Steel,, 57, 4, 3985, 1820, 1850, 2450, 226, 2, 3," 2 Airbags (Driver, Front Passenger)",No information,," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information,No information,No information,No information,, Rear, Digital,No information, Analogue," Android Auto (No), Apple Car Play (No)", Tilt, Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,No information, Disc, Drum,No information,No information, Vinyl," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",, Front & Rear, Bench, Black, Black, Black, Internally Adjustable, Internal, Halogen,No information, LED, Single Tone, Black, Centre, Front Only,,,, Cladding - Black/Grey, 3, Unlimited,No information,Mahindra Thar AX (O) Convertible Top Diesel MT 4WD, Remote, Manual - Internal Only, Partial, Front Only,,No information,No information,,,,,,,,,,,,,,,,,,,,No information,, 2 way manually adjustable (headrest up / down),, LED,,,,, 2 Way, Turbocharged, 4 Star (Global NCAP),,,,No information,,,,No information,, Visual display,,,, 50:50 split,,,,,,,,,,,,,,,,,,,,,,,,, Centre,, Manual Shift - Lever,,,,,,,,,,,,,,,,,,,,,,,
33, Diesel, Manual - 6 Gears," 2184 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.2L I4 mHawk 130, 130 bhp @ 3750 rpm, 300 Nm @ 1600 rpm, 4WD / AWD, BS6 Phase 2, Power assisted (Hydraulic),, Independent Double Wishbone with Coil Over Damper & Stabiliser Bar , Multilink solid Rear Axle with Coil spring & Stabiliser Bar, Steel Rims, 245 / 75 R16, 245 / 75 R16, Steel,, 57, 4, 3985, 1820, 1844, 2450, 226, 2, 3," 2 Airbags (Driver, Front Passenger)",No information,," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information,No information,No information,No information,, Rear, Digital,No information, Analogue," Android Auto (No), Apple Car Play (No)", Tilt, Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,No information, Disc, Drum,No information,No information, Vinyl," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",, Front & Rear, Bench, Black, Black, Black, Internally Adjustable, Internal, Halogen,No information, LED, Single Tone, Black, Centre, Front Only,,,, Cladding - Black/Grey, 3, Unlimited,No information,Mahindra Thar AX (O) Hard Top Diesel MT 4WD, Remote, Manual - Internal Only, Partial, Front Only,,No information,No information,,,,,,,,,,,,,No information,,,,,,,No information,, 2 way manually adjustable (headrest up / down),, LED,,,,, 2 Way, Turbocharged, 4 Star (Global NCAP),,,,No information,,,,No information,, Visual display,,,, 50:50 split,,,,,,,,,,,,,,,,,,,,,,,,, Centre,, Manual Shift - Lever,,,,,,,,,,,,,,,,,,,,,,,
